Ship Mode,Region,Origin_Factory,Distance_Miles,Units,Delivery_Time_Days
Second Class,Interior,Wicked Choccy's,871.8307495621052,1,4
Second Class,Interior,Wicked Choccy's,995.4066217213552,5,3
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,2,6
Second Class,Pacific,Wicked Choccy's,2354.839579523309,13,4
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,4,7
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,1,5
Second Class,Atlantic,Lot's O' Nuts,2066.7728692493597,3,5
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,5,4
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,3,2
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,5
First Class,Interior,Wicked Choccy's,874.8008207460541,2,2
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,9,3
Second Class,Interior,Wicked Choccy's,767.3939549308957,2,5
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,2,7
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,2,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,3,5
First Class,Atlantic,Lot's O' Nuts,1666.867780072924,2,2
First Class,Pacific,Lot's O' Nuts,378.36278410044537,2,1
Standard Class,Interior,Lot's O' Nuts,1656.1703014599268,1,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,3,6
Second Class,Atlantic,Wicked Choccy's,640.6049843135982,2,5
Second Class,Gulf,Wicked Choccy's,419.8276153708107,6,3
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,4,6
Standard Class,Interior,Wicked Choccy's,871.491412618307,2,7
Second Class,Atlantic,Lot's O' Nuts,2080.3163308991593,4,4
Standard Class,Interior,Wicked Choccy's,871.491412618307,9,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,5,6
First Class,Pacific,Lot's O' Nuts,688.8830311589684,3,2
First Class,Pacific,Wicked Choccy's,2354.810683422382,2,2
First Class,Pacific,Wicked Choccy's,2354.810683422382,3,2
Second Class,Pacific,Wicked Choccy's,1421.09636758086,4,4
Standard Class,Interior,Secret Factory,840.438118803178,3,6
First Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,1
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,5,3
First Class,Pacific,Lot's O' Nuts,385.46609669761943,2,2
First Class,Interior,Wicked Choccy's,1102.9544231479392,2,2
Standard Class,Atlantic,Lot's O' Nuts,1696.4970961549232,2,7
Standard Class,Atlantic,Lot's O' Nuts,1696.4970961549232,3,5
Same Day,Pacific,Lot's O' Nuts,318.25023703183496,4,0
Same Day,Pacific,Lot's O' Nuts,318.25023703183496,7,0
Second Class,Interior,Lot's O' Nuts,864.2514931058013,4,3
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,1,5
First Class,Interior,Wicked Choccy's,1102.9544231479392,4,2
First Class,Atlantic,Wicked Choccy's,715.9906920347423,3,2
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,3,7
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,1
First Class,Atlantic,Lot's O' Nuts,2079.993373016822,3,1
Standard Class,Atlantic,Wicked Choccy's,769.338854980212,1,6
Standard Class,Atlantic,Wicked Choccy's,884.4800459788928,2,5
Standard Class,Interior,Lot's O' Nuts,974.171375665286,2,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,3,6
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,5
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,2,7
Standard Class,Interior,Lot's O' Nuts,974.171375665286,2,7
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,3,6
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,9,7
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,1,7
Second Class,Gulf,Lot's O' Nuts,1964.5659306490747,2,4
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,1,5
First Class,Pacific,Wicked Choccy's,2399.7166796329857,6,2
Same Day,Atlantic,Lot's O' Nuts,2142.2345958934734,3,0
Standard Class,Gulf,Lot's O' Nuts,1251.0144302069987,14,6
Same Day,Atlantic,Wicked Choccy's,719.4714404454609,1,0
First Class,Pacific,Wicked Choccy's,2139.912332310119,1,2
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,4,6
First Class,Pacific,Lot's O' Nuts,389.27048109890546,5,2
Same Day,Gulf,Wicked Choccy's,509.12373298194024,2,0
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,4,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,7
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,2,6
Standard Class,Interior,Wicked Choccy's,874.8008207460541,1,5
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,7,5
Second Class,Gulf,Lot's O' Nuts,2001.908038745706,4,5
Second Class,Gulf,Wicked Choccy's,411.0822235086097,2,5
Second Class,Pacific,Wicked Choccy's,2139.912332310119,3,4
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,6,6
Same Day,Pacific,Wicked Choccy's,2147.2087400803284,4,0
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,2,5
Standard Class,Pacific,Lot's O' Nuts,309.4383475608288,2,7
Standard Class,Pacific,Secret Factory,1572.9419665040512,5,7
Second Class,Pacific,Wicked Choccy's,2139.912332310119,2,5
Standard Class,Pacific,Lot's O' Nuts,309.4383475608288,1,7
First Class,Pacific,Lot's O' Nuts,318.25023703183496,10,1
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,7,3
First Class,Pacific,Wicked Choccy's,2098.578256472988,1,1
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,6
First Class,Pacific,Wicked Choccy's,2157.0150241557785,3,2
Second Class,Gulf,Lot's O' Nuts,1874.8235849164048,1,4
Standard Class,Gulf,Lot's O' Nuts,1953.1123386063036,3,7
Standard Class,Gulf,Lot's O' Nuts,1595.7476311381274,9,6
Standard Class,Pacific,Lot's O' Nuts,62.24083704535776,2,5
Standard Class,Pacific,Wicked Choccy's,1742.7805010832803,7,7
First Class,Pacific,Wicked Choccy's,2147.2087400803284,6,2
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,4,3
Second Class,Gulf,Wicked Choccy's,238.31166475572095,4,3
First Class,Atlantic,Lot's O' Nuts,2078.6537691730177,1,2
Second Class,Gulf,Lot's O' Nuts,1874.8235849164048,3,3
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,9,6
Second Class,Gulf,Lot's O' Nuts,1874.8235849164048,6,3
Second Class,Atlantic,Wicked Choccy's,673.2771961769171,1,5
Second Class,Pacific,The Other Factory,1617.333448258198,2,5
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,7
First Class,Pacific,Wicked Choccy's,2157.0150241557785,14,1
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,5,5
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,2,6
Second Class,Gulf,Wicked Choccy's,238.31166475572095,2,5
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,7
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,12,7
Standard Class,Interior,Wicked Choccy's,869.5019688496079,2,7
Standard Class,Atlantic,Lot's O' Nuts,2203.8528952226243,6,5
Second Class,Gulf,Lot's O' Nuts,1837.4084258177281,1,5
Second Class,Gulf,Wicked Choccy's,164.3146927697568,2,5
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,3,4
Standard Class,Interior,Lot's O' Nuts,1685.3936439889762,2,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,6
Standard Class,Gulf,Lot's O' Nuts,1446.171420628871,2,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,6
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,9,6
Second Class,Interior,Lot's O' Nuts,1457.4325478617507,2,5
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,6,3
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,5
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,6,6
Standard Class,Atlantic,Secret Factory,813.2774918413146,2,7
First Class,Interior,Lot's O' Nuts,981.9658789246068,4,2
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,2,6
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,2,6
Standard Class,Interior,Wicked Choccy's,762.959591962414,5,6
Standard Class,Interior,Wicked Choccy's,762.959591962414,2,7
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,5,5
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,4,5
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,3,7
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,7,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,8,6
First Class,Pacific,Lot's O' Nuts,691.0837284069044,1,1
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,3,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,12,6
First Class,Pacific,Lot's O' Nuts,601.4970491477014,4,1
Standard Class,Pacific,Wicked Choccy's,2115.831278929961,9,5
Standard Class,Interior,Lot's O' Nuts,1696.8026779627803,2,6
Same Day,Atlantic,The Other Factory,878.1624604441688,2,0
First Class,Pacific,Lot's O' Nuts,1161.1671330014183,5,2
Standard Class,Pacific,Wicked Choccy's,1439.895296133989,4,7
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,1,5
Second Class,Interior,Lot's O' Nuts,976.3720918916192,1,4
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,5,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,1,7
Second Class,Interior,Lot's O' Nuts,976.3720918916192,5,4
Standard Class,Pacific,Secret Factory,1599.3430295464339,3,7
Standard Class,Atlantic,Wicked Choccy's,648.3996650483631,1,5
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,2,7
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,5,7
Standard Class,Interior,Wicked Choccy's,1021.4074658377558,11,5
Standard Class,Interior,Lot's O' Nuts,1469.8139252182184,8,7
Standard Class,Pacific,Secret Factory,1590.2860873788177,1,5
Standard Class,Interior,Wicked Choccy's,849.6304200673889,2,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,5
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,3
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,3,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,4,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,6
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,7,6
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,9,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,3,7
Same Day,Atlantic,Lot's O' Nuts,2080.3163308991593,7,0
Second Class,Pacific,Lot's O' Nuts,309.4383475608288,6,5
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,7,6
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,3,7
Standard Class,Gulf,Wicked Choccy's,301.75304150028165,4,7
Second Class,Pacific,Wicked Choccy's,2090.605947082451,1,3
Standard Class,Gulf,Wicked Choccy's,435.82930738102635,14,6
Second Class,Pacific,Lot's O' Nuts,1160.0360575936345,8,4
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,2,3
Same Day,Interior,Lot's O' Nuts,1360.7837877637307,12,0
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,4,7
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,3,6
Standard Class,Pacific,Lot's O' Nuts,363.86053150061036,3,7
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,2,4
Standard Class,Pacific,Wicked Choccy's,2130.6117003021213,5,6
Standard Class,Interior,Wicked Choccy's,869.5019688496079,1,6
Same Day,Gulf,Wicked Choccy's,536.5054753563431,1,0
Standard Class,Atlantic,Lot's O' Nuts,2276.971470172552,5,6
Standard Class,Atlantic,The Other Factory,1101.74603272045,8,7
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,6,7
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,1,7
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,1,7
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,5,6
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,1,4
Second Class,Atlantic,Lot's O' Nuts,1576.6111512323782,10,4
Standard Class,Atlantic,Wicked Choccy's,825.0665346103036,2,5
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,4,5
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,3,6
Standard Class,Interior,Lot's O' Nuts,872.928444195716,2,7
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,9,5
Same Day,Atlantic,Wicked Choccy's,540.3445974462588,5,0
Standard Class,Gulf,Wicked Choccy's,426.4698608713511,1,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,14,5
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,6,5
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,1,6
Standard Class,Pacific,Lot's O' Nuts,319.06007095999223,3,6
First Class,Interior,Wicked Choccy's,722.955813229426,4,2
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,2,5
Standard Class,Interior,Lot's O' Nuts,1001.5225773119765,1,5
First Class,Pacific,Lot's O' Nuts,378.36278410044537,3,1
Second Class,Atlantic,Sugar Shack,1200.9661719412577,4,3
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,4,5
Second Class,Atlantic,Wicked Choccy's,719.4714404454609,2,3
Second Class,Gulf,Wicked Choccy's,227.71978261368133,1,3
First Class,Interior,Wicked Choccy's,599.5967721656373,4,2
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,4,5
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,3,5
Standard Class,Pacific,The Other Factory,1610.5603468979275,2,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,4
Standard Class,Pacific,Lot's O' Nuts,1146.2014265105188,2,7
First Class,Pacific,Wicked Choccy's,2139.912332310119,4,1
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,1,5
Standard Class,Gulf,Wicked Choccy's,127.59137146976987,6,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,4,5
First Class,Pacific,Wicked Choccy's,2090.605947082451,3,1
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,8,6
Second Class,Pacific,Wicked Choccy's,2354.810683422382,5,4
Second Class,Gulf,Lot's O' Nuts,1573.867861428789,2,3
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,14,5
First Class,Atlantic,Wicked Choccy's,640.6049843135982,3,1
Second Class,Interior,Lot's O' Nuts,1624.15809266587,4,5
First Class,Interior,Lot's O' Nuts,1083.6001308874681,2,1
First Class,Atlantic,Wicked Choccy's,640.6049843135982,1,2
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,1,6
First Class,Atlantic,Lot's O' Nuts,2078.6537691730177,4,1
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,7,5
First Class,Atlantic,Wicked Choccy's,563.1603900563654,2,1
Second Class,Atlantic,Lot's O' Nuts,2079.993373016822,3,3
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,6,7
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,5,4
Same Day,Gulf,Wicked Choccy's,233.8188480557249,1,0
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,6,2
Second Class,Interior,Lot's O' Nuts,1452.2797128658538,1,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,5
Standard Class,Gulf,Lot's O' Nuts,1567.3326903732516,4,6
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,9,2
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,1,7
Standard Class,Pacific,Secret Factory,1609.9340856478125,13,5
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,2,6
Standard Class,Atlantic,Wicked Choccy's,531.6251314121665,4,5
First Class,Pacific,Lot's O' Nuts,691.0837284069044,2,2
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,7
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,1,3
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,1,7
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,3,4
Same Day,Atlantic,Lot's O' Nuts,2142.2345958934734,3,0
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,3,7
Same Day,Atlantic,Lot's O' Nuts,2144.332624357945,5,0
Standard Class,Gulf,Wicked Choccy's,174.2671499167598,4,7
Standard Class,Interior,Lot's O' Nuts,1245.05727570488,2,7
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,7,6
Same Day,Atlantic,Secret Factory,863.4043205345793,3,0
First Class,Pacific,Wicked Choccy's,2401.64471699006,5,1
Standard Class,Atlantic,Secret Factory,863.4043205345793,2,7
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,7,5
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,3,4
Second Class,Pacific,Wicked Choccy's,2354.810683422382,4,3
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,2,7
First Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,1
First Class,Pacific,Lot's O' Nuts,450.35137197821376,14,2
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,7
First Class,Gulf,Wicked Choccy's,429.73638795546987,2,2
First Class,Gulf,Wicked Choccy's,429.73638795546987,3,1
Standard Class,Interior,Wicked Choccy's,762.959591962414,3,7
Second Class,Interior,Wicked Choccy's,920.2494066294239,1,5
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,3,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,4
Standard Class,Atlantic,Wicked Choccy's,557.3396463454519,3,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,5
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,1,5
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,1,6
Second Class,Interior,Wicked Choccy's,768.5044899184401,5,3
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,8,5
First Class,Atlantic,Lot's O' Nuts,2023.453253923506,7,1
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,7
First Class,Atlantic,Lot's O' Nuts,2023.453253923506,4,2
Standard Class,Gulf,Lot's O' Nuts,1947.4975048973401,1,5
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,3,3
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,6
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,3,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,2,7
Second Class,Interior,Wicked Choccy's,692.8271460948831,2,3
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,7,4
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,6,7
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,7
Standard Class,Atlantic,Wicked Choccy's,563.1603900563654,1,7
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,12,7
Standard Class,Interior,Wicked Choccy's,869.5019688496079,5,5
Standard Class,Interior,Wicked Choccy's,762.959591962414,4,6
Standard Class,Interior,Lot's O' Nuts,974.171375665286,4,5
Second Class,Interior,Lot's O' Nuts,1460.1504395726638,1,3
Standard Class,Interior,Lot's O' Nuts,974.171375665286,3,7
First Class,Atlantic,Wicked Choccy's,715.9906920347423,4,2
Standard Class,Interior,Lot's O' Nuts,1622.4428779204625,2,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,2,7
Second Class,Pacific,Lot's O' Nuts,439.1030373027291,2,3
Second Class,Pacific,Wicked Choccy's,1350.4661589523512,2,3
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,3,7
Standard Class,Pacific,Wicked Choccy's,2390.9354102606485,5,5
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,2,5
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,4,7
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,2,5
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,1,4
Standard Class,Gulf,Wicked Choccy's,434.9349872746318,7,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,5,6
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,3,5
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,2,5
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,6,5
Standard Class,Pacific,Lot's O' Nuts,309.4383475608288,1,5
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,3,5
Second Class,Atlantic,Wicked Choccy's,640.6049843135982,6,5
Standard Class,Pacific,The Other Factory,1610.2646202134622,3,7
Second Class,Interior,Lot's O' Nuts,864.2514931058013,4,5
Second Class,Interior,Lot's O' Nuts,864.2514931058013,3,5
Standard Class,Atlantic,Wicked Choccy's,658.3237182261905,2,6
Standard Class,Interior,Wicked Choccy's,1050.3296448453177,2,7
Standard Class,Atlantic,Wicked Choccy's,658.3237182261905,8,6
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,1,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,3,7
Second Class,Interior,Wicked Choccy's,920.2494066294239,7,3
Standard Class,Interior,Lot's O' Nuts,817.9816381273608,5,7
Second Class,Pacific,Secret Factory,1708.3050533973683,2,4
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,6
Second Class,Interior,Wicked Choccy's,920.2494066294239,3,4
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,8,5
Same Day,Atlantic,Lot's O' Nuts,2141.889502951955,1,0
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,7,7
Second Class,Interior,Secret Factory,840.438118803178,2,3
Second Class,Interior,Wicked Choccy's,874.8008207460541,3,4
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,1,5
Second Class,Pacific,Wicked Choccy's,2354.810683422382,3,4
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,6
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,11,6
Standard Class,Interior,Wicked Choccy's,874.8008207460541,1,7
Second Class,Pacific,Wicked Choccy's,2139.912332310119,4,5
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,7,6
First Class,Atlantic,Lot's O' Nuts,981.9658789246068,2,1
Standard Class,Interior,Wicked Choccy's,909.6036475036664,2,5
Standard Class,Gulf,Lot's O' Nuts,1943.523306477948,6,7
Standard Class,Gulf,Lot's O' Nuts,1874.8235849164048,3,6
Standard Class,Gulf,Lot's O' Nuts,1580.1281688880258,9,5
Standard Class,Atlantic,Lot's O' Nuts,2067.59269060461,5,6
Second Class,Atlantic,Wicked Choccy's,559.6206133042095,1,3
Standard Class,Gulf,Lot's O' Nuts,1249.702106822108,9,7
First Class,Atlantic,Lot's O' Nuts,981.9658789246068,4,2
Standard Class,Atlantic,Wicked Choccy's,639.2806386294484,1,6
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,3,6
Standard Class,Gulf,Lot's O' Nuts,1249.702106822108,10,5
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,2,3
Standard Class,Gulf,Lot's O' Nuts,1573.867861428789,3,5
Second Class,Pacific,Lot's O' Nuts,1160.0360575936345,14,4
Standard Class,Interior,Wicked Choccy's,783.6800010821038,6,7
Second Class,Interior,Wicked Choccy's,920.2494066294239,3,5
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,6,5
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,2,7
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,7,5
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,1
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,4,6
Second Class,Atlantic,Wicked Choccy's,559.6206133042095,3,3
First Class,Pacific,Wicked Choccy's,2147.2087400803284,6,1
First Class,Pacific,Lot's O' Nuts,385.46609669761943,6,2
Second Class,Interior,Lot's O' Nuts,981.9658789246068,2,5
Standard Class,Pacific,Secret Factory,1607.859871907575,2,6
Second Class,Pacific,Wicked Choccy's,2157.0150241557785,2,4
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,7,7
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,14,5
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,4,6
Standard Class,Pacific,Wicked Choccy's,1801.5462282844405,5,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,4
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,5
Standard Class,Atlantic,Wicked Choccy's,947.6891105050917,4,6
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,14,5
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,6
Standard Class,Pacific,Lot's O' Nuts,50.697501597109934,5,5
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,3,4
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,2
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,2
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,6
Standard Class,Interior,Wicked Choccy's,871.491412618307,8,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,7,7
Standard Class,Pacific,Wicked Choccy's,981.9658789246068,2,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,5
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,8,3
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,6,4
Standard Class,Gulf,Lot's O' Nuts,1824.7434378886496,13,7
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,3,5
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,3,5
Second Class,Gulf,Wicked Choccy's,227.71978261368133,3,3
Standard Class,Atlantic,Lot's O' Nuts,1768.7078398870674,4,6
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,14,7
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,7,5
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,6
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,7,6
First Class,Atlantic,Wicked Choccy's,719.4714404454609,4,2
Standard Class,Pacific,Wicked Choccy's,1421.09636758086,5,7
Second Class,Interior,Lot's O' Nuts,981.9658789246068,2,5
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,1,6
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,4,5
First Class,Interior,Lot's O' Nuts,864.2514931058013,4,1
Second Class,Pacific,Wicked Choccy's,2354.839579523309,1,4
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,8,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,7
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,3,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,5
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,14,7
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,5,7
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,8,6
First Class,Interior,Lot's O' Nuts,1334.0077701228395,14,2
Standard Class,Interior,Wicked Choccy's,871.8307495621052,5,6
Standard Class,Pacific,Wicked Choccy's,1787.8917120229562,2,6
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,12,7
First Class,Atlantic,Wicked Choccy's,640.6049843135982,2,2
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,2,5
First Class,Pacific,Lot's O' Nuts,319.06007095999223,10,2
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,6
